Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsSinceLastPromotion
50,No,Travel_Rarely,Research & Development,2,Master,Medical,1061,Medium,Male,High,5,Research Director,High,Married,19237,Excellent,Very High,29,Good,7
37,No,Travel_Rarely,Research & Development,3,Bachelor,Other,1062,Very High,Female,High,2,Healthcare Representative,Medium,Single,4107,Excellent,Low,8,Good,0
40,No,Travel_Rarely,Sales,26,Bachelor,Marketing,1066,High,Male,High,2,Sales Executive,Low,Married,8396,Excellent,Medium,8,Good,7
26,No,Travel_Frequently,Research & Development,1,Below College,Medical,1068,Low,Female,Medium,1,Research Scientist,High,Divorced,2007,Excellent,High,5,Better,1
46,No,Travel_Rarely,Research & Development,1,Master,Medical,1069,Very High,Male,High,5,Research Director,Very High,Divorced,19627,Excellent,Very High,23,Better,2
54,No,Travel_Rarely,Sales,2,Master,Life Sciences,1070,High,Female,Medium,3,Sales Executive,High,Married,10686,Excellent,Medium,13,Better,7
56,No,Travel_Frequently,Research & Development,9,Bachelor,Medical,1071,Low,Female,High,1,Research Scientist,High,Married,2942,Excellent,Medium,18,Better,0
36,No,Travel_Rarely,Research & Development,12,Doctor,Medical,1073,Very High,Female,Medium,3,Manufacturing Director,Very High,Single,8858,Excellent,Medium,15,Good,7
55,No,Non-Travel,Research & Development,2,Below College,Medical,1074,High,Male,Medium,4,Manager,Low,Single,16756,Excellent,Medium,31,Best,6
43,No,Travel_Rarely,Sales,25,Bachelor,Medical,1076,High,Male,Medium,3,Sales Executive,Very High,Divorced,10798,Excellent,High,18,Better,0
20,Yes,Travel_Frequently,Sales,9,Bachelor,Marketing,1077,Very High,Female,High,1,Sales Representative,Very High,Single,2323,Excellent,Medium,2,Better,0
21,Yes,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1079,High,Female,Medium,1,Laboratory Technician,Low,Single,1416,Excellent,Low,1,Good,1
46,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,1080,Very High,Female,Medium,2,Research Scientist,Low,Divorced,4615,Outstanding,Low,19,Better,1
51,Yes,Travel_Rarely,Research & Development,4,Master,Life Sciences,1081,Low,Male,High,1,Research Scientist,High,Married,2461,Excellent,High,18,Best,2
28,Yes,Non-Travel,Research & Development,24,College,Technical Degree,1082,Medium,Male,Medium,3,Healthcare Representative,Low,Single,8722,Excellent,Low,10,Good,1
26,No,Travel_Rarely,Research & Development,1,College,Medical,1083,Low,Male,Medium,1,Laboratory Technician,Low,Married,3955,Excellent,Low,6,Better,1
30,No,Travel_Rarely,Research & Development,20,Bachelor,Other,1084,High,Male,High,2,Manufacturing Director,Low,Married,9957,Excellent,High,7,Good,0
41,No,Travel_Rarely,Research & Development,7,College,Technical Degree,1085,Medium,Female,Very High,1,Research Scientist,High,Married,3376,Excellent,High,10,Better,0
38,No,Travel_Rarely,Research & Development,17,Below College,Life Sciences,1088,High,Female,Medium,3,Healthcare Representative,High,Married,8823,Excellent,Low,20,Good,1
40,No,Travel_Rarely,Research & Development,20,Master,Technical Degree,1092,Low,Male,High,3,Healthcare Representative,Very High,Married,10322,Outstanding,Very High,14,Better,11
27,No,Non-Travel,Research & Development,8,Doctor,Life Sciences,1094,Low,Male,Low,1,Laboratory Technician,High,Married,4621,Excellent,Very High,3,Better,1
55,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1096,Very High,Male,High,3,Manufacturing Director,Medium,Married,10976,Excellent,Medium,23,Better,1
28,No,Travel_Rarely,Research & Development,10,Bachelor,Other,1097,High,Female,High,2,Research Scientist,High,Single,3660,Excellent,Very High,10,Best,1
44,Yes,Travel_Rarely,Human Resources,1,College,Medical,1098,Medium,Male,Medium,3,Human Resources,Low,Married,10482,Excellent,Very High,24,Better,3
33,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,1099,Very High,Male,Medium,3,Healthcare Representative,Very High,Divorced,7119,Excellent,High,9,Better,1
35,Yes,Travel_Rarely,Sales,4,Bachelor,Technical Degree,1100,Very High,Male,High,3,Sales Executive,Low,Single,9582,Outstanding,Low,9,Better,4
33,Yes,Travel_Frequently,Research & Development,29,Master,Medical,1101,Low,Female,Medium,2,Research Scientist,High,Single,4508,Outstanding,Medium,14,Better,3
28,No,Travel_Rarely,Research & Development,15,College,Life Sciences,1102,Low,Male,High,1,Laboratory Technician,High,Divorced,2207,Excellent,Very High,4,Good,2
34,No,Travel_Frequently,Research & Development,3,Below College,Life Sciences,1103,Low,Male,High,2,Healthcare Representative,Very High,Single,7756,Excellent,High,7,Good,0
37,No,Travel_Rarely,Sales,10,Master,Life Sciences,1105,Very High,Female,Medium,2,Sales Executive,Very High,Divorced,6694,Excellent,High,8,Better,0
25,Yes,Travel_Rarely,Research & Development,4,Below College,Technical Degree,1106,Very High,Male,High,1,Laboratory Technician,Very High,Married,3691,Excellent,Medium,7,Best,5
26,Yes,Travel_Rarely,Research & Development,21,Bachelor,Medical,1107,Low,Male,High,1,Laboratory Technician,High,Divorced,2377,Outstanding,High,1,Good,0
33,Yes,Travel_Rarely,Research & Development,25,Bachelor,Medical,1108,Low,Male,Medium,1,Research Scientist,Medium,Single,2313,Outstanding,Medium,5,Better,2
42,No,Travel_Rarely,Research & Development,2,College,Medical,1109,Very High,Male,High,4,Manager,Low,Married,17665,Excellent,Very High,23,Better,13
28,Yes,Travel_Frequently,Research & Development,1,Bachelor,Medical,1111,Low,Male,Medium,1,Laboratory Technician,Medium,Divorced,2596,Excellent,Low,1,Better,0
50,Yes,Travel_Frequently,Sales,1,Master,Other,1113,Very High,Male,High,2,Sales Executive,High,Single,4728,Excellent,Very High,5,Better,0
33,No,Travel_Frequently,Sales,7,Bachelor,Life Sciences,1114,Very High,Female,High,2,Sales Executive,Medium,Married,4302,Excellent,High,4,Better,0
34,No,Non-Travel,Research & Development,3,Master,Life Sciences,1115,High,Male,Medium,1,Research Scientist,Very High,Married,2979,Excellent,Very High,6,Better,0
48,No,Non-Travel,Research & Development,1,Master,Medical,1116,Low,Male,Very High,4,Manager,Very High,Single,16885,Outstanding,High,27,Good,2
45,No,Non-Travel,Sales,9,Master,Life Sciences,1117,Medium,Female,Medium,2,Sales Executive,High,Married,5593,Excellent,Very High,15,Better,4
52,No,Travel_Rarely,Research & Development,7,Master,Life Sciences,1118,Medium,Male,High,3,Healthcare Representative,Medium,Single,10445,Excellent,Very High,18,Better,4
38,No,Travel_Rarely,Sales,10,Master,Marketing,1119,High,Male,Medium,3,Sales Executive,High,Divorced,8740,Excellent,Medium,9,Better,2
29,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,1120,High,Female,High,1,Research Scientist,Very High,Divorced,2514,Outstanding,Low,11,Better,1
28,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,1121,Very High,Female,High,3,Manufacturing Director,Medium,Divorced,7655,Excellent,Medium,10,Good,1
46,No,Travel_Rarely,Sales,3,Below College,Marketing,1124,Low,Male,High,4,Manager,High,Married,17465,Excellent,Very High,23,Better,4
38,No,Travel_Rarely,Sales,2,College,Marketing,1125,Very High,Male,High,3,Sales Executive,Medium,Single,7351,Excellent,High,10,Better,0
43,No,Travel_Frequently,Research & Development,27,Bachelor,Life Sciences,1126,High,Female,High,3,Manufacturing Director,Low,Married,10820,Excellent,High,18,Better,0
39,Yes,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1127,Low,Male,High,4,Healthcare Representative,Very High,Divorced,12169,Excellent,Very High,21,Better,11
40,No,Travel_Rarely,Research & Development,14,Bachelor,Medical,1128,High,Male,Medium,5,Research Director,High,Single,19626,Excellent,Low,21,Best,4
21,No,Travel_Rarely,Research & Development,1,Below College,Technical Degree,1131,Very High,Female,Medium,1,Research Scientist,Medium,Single,2070,Excellent,High,2,Best,2
39,No,Non-Travel,Research & Development,9,Bachelor,Life Sciences,1132,High,Male,High,2,Laboratory Technician,Medium,Single,6782,Excellent,High,9,Good,0
36,No,Non-Travel,Research & Development,18,Master,Life Sciences,1133,Low,Male,High,2,Manufacturing Director,Very High,Single,7779,Outstanding,Low,18,Better,0
31,No,Travel_Frequently,Sales,20,Bachelor,Life Sciences,1135,High,Male,Very High,1,Sales Representative,Very High,Married,2791,Excellent,Low,3,Better,2
28,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,1136,Low,Male,Medium,1,Research Scientist,Medium,Married,3201,Excellent,Low,6,Bad,0
35,No,Travel_Frequently,Sales,11,College,Marketing,1137,Very High,Male,High,2,Sales Executive,Very High,Divorced,4968,Excellent,Very High,5,Better,0
49,No,Travel_Rarely,Sales,8,Master,Technical Degree,1138,Very High,Male,Medium,4,Sales Executive,Medium,Married,13120,Excellent,Medium,22,Better,2
34,No,Travel_Frequently,Research & Development,2,College,Life Sciences,1140,Very High,Male,High,2,Manufacturing Director,High,Single,4033,Excellent,Very High,5,Good,0
29,No,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,1143,Very High,Female,High,1,Research Scientist,Medium,Divorced,3291,Excellent,Very High,8,Good,1
42,No,Travel_Rarely,Research & Development,29,Bachelor,Medical,1148,Medium,Male,Low,2,Laboratory Technician,Very High,Single,4272,Excellent,Low,16,Better,0
29,No,Travel_Rarely,Research & Development,8,Below College,Medical,1150,Medium,Male,Medium,2,Manufacturing Director,Very High,Married,5056,Excellent,High,10,Good,1
38,No,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,1152,High,Male,Very High,1,Human Resources,High,Married,2844,Excellent,Very High,7,Best,5
28,No,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,1154,High,Male,Medium,1,Research Scientist,High,Divorced,2703,Excellent,Very High,3,Better,0
18,Yes,Non-Travel,Research & Development,8,Below College,Medical,1156,High,Male,High,1,Laboratory Technician,High,Single,1904,Excellent,Very High,0,Better,0
33,Yes,Travel_Rarely,Sales,9,Master,Marketing,1157,Low,Female,High,2,Sales Executive,Low,Single,8224,Excellent,Low,6,Better,0
41,No,Travel_Rarely,Research & Development,12,Master,Life Sciences,1158,Medium,Male,High,1,Laboratory Technician,Very High,Married,4766,Excellent,Low,6,Better,0
31,Yes,Travel_Frequently,Research & Development,15,Bachelor,Medical,1160,High,Male,High,1,Laboratory Technician,High,Married,2610,Excellent,High,2,Good,2
37,No,Travel_Rarely,Research & Development,25,College,Medical,1161,High,Female,Medium,2,Healthcare Representative,Very High,Divorced,5731,Excellent,High,9,Better,1
27,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,1162,Very High,Male,Medium,1,Research Scientist,High,Married,2539,Excellent,High,4,Better,2
34,No,Travel_Rarely,Sales,9,Below College,Life Sciences,1163,Medium,Female,High,2,Sales Executive,High,Married,5714,Outstanding,Low,6,Good,1
35,No,Travel_Rarely,Human Resources,8,Master,Technical Degree,1164,High,Male,High,1,Human Resources,High,Single,4323,Excellent,Medium,6,Bad,1
29,Yes,Travel_Rarely,Sales,23,Below College,Life Sciences,1165,Very High,Female,Medium,3,Sales Executive,Low,Married,7336,Excellent,Low,11,Bad,3
40,No,Travel_Frequently,Research & Development,9,Master,Medical,1166,Medium,Female,High,3,Research Director,High,Single,13499,Excellent,High,20,Good,2
42,Yes,Travel_Frequently,Sales,12,Bachelor,Life Sciences,1167,High,Male,High,4,Sales Executive,Low,Single,13758,Excellent,Medium,22,Good,13
42,No,Travel_Rarely,Sales,4,Master,Marketing,1171,Medium,Male,High,2,Sales Executive,Low,Single,5155,Excellent,Very High,9,Best,1
35,No,Travel_Rarely,Research & Development,1,Master,Medical,1172,Very High,Male,Medium,1,Laboratory Technician,High,Married,2258,Excellent,Medium,10,Better,1
24,No,Travel_Rarely,Research & Development,24,Bachelor,Medical,1173,Very High,Male,High,1,Laboratory Technician,Medium,Single,3597,Outstanding,Very High,6,Better,1
28,Yes,Travel_Rarely,Research & Development,12,Below College,Life Sciences,1175,High,Female,High,1,Laboratory Technician,Very High,Married,2515,Excellent,Very High,1,Good,0
26,No,Travel_Rarely,Research & Development,3,Master,Medical,1177,Low,Male,Very High,1,Laboratory Technician,Very High,Married,4420,Outstanding,Medium,8,Better,0
30,No,Travel_Rarely,Sales,10,Bachelor,Marketing,1179,High,Male,Medium,2,Sales Executive,High,Married,6578,Excellent,Low,10,Better,1
40,No,Travel_Frequently,Research & Development,26,College,Medical,1180,High,Female,Medium,2,Research Scientist,Very High,Married,4422,Excellent,Very High,16,Bad,0
35,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1182,High,Male,Medium,3,Manufacturing Director,Medium,Divorced,10274,Excellent,Medium,15,Best,6
34,No,Travel_Frequently,Research & Development,1,Bachelor,Medical,1184,Very High,Male,Medium,2,Healthcare Representative,Low,Single,5343,Outstanding,High,14,Better,4
35,No,Travel_Frequently,Research & Development,4,Master,Other,1185,Very High,Male,Medium,1,Laboratory Technician,Very High,Married,2376,Excellent,Medium,2,Best,2
43,Yes,Travel_Rarely,Sales,9,Bachelor,Marketing,1188,Low,Female,Low,2,Sales Executive,High,Single,5346,Excellent,Medium,7,Good,1
32,No,Non-Travel,Sales,2,Below College,Life Sciences,1190,High,Female,High,1,Sales Representative,Low,Divorced,2827,Excellent,High,1,Better,0
56,No,Travel_Rarely,Research & Development,4,Master,Technical Degree,1191,Very High,Female,High,5,Manager,Low,Divorced,19943,Excellent,Very High,28,Better,4
29,No,Travel_Rarely,Research & Development,6,Below College,Medical,1192,Medium,Female,High,1,Laboratory Technician,Very High,Married,3131,Excellent,Low,10,Better,0
19,No,Travel_Rarely,Research & Development,9,College,Life Sciences,1193,High,Male,High,1,Research Scientist,Low,Single,2552,Outstanding,High,1,Better,0
45,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,1195,Low,Female,High,1,Research Scientist,High,Married,4477,Excellent,High,7,Good,0
37,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1196,Very High,Female,Medium,2,Manufacturing Director,Very High,Married,6474,Excellent,Medium,14,Good,3
20,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1198,Low,Male,Medium,1,Laboratory Technician,High,Single,3033,Excellent,Low,2,Good,1
44,Yes,Travel_Rarely,Research & Development,10,Master,Life Sciences,1200,High,Male,High,1,Research Scientist,High,Single,2936,Excellent,High,6,Better,0
53,No,Travel_Rarely,Research & Development,7,College,Medical,1201,Very High,Female,High,5,Manager,High,Divorced,18606,Excellent,Medium,26,Better,4
29,No,Travel_Rarely,Research & Development,15,Below College,Life Sciences,1202,Medium,Female,Low,1,Research Scientist,Very High,Married,2168,Excellent,Low,6,Good,1
22,Yes,Travel_Frequently,Research & Development,3,Master,Life Sciences,1203,High,Male,Medium,1,Research Scientist,Very High,Married,2853,Excellent,Medium,1,Better,0
46,No,Travel_Rarely,Sales,2,Bachelor,Marketing,1204,High,Female,High,4,Manager,Low,Married,17048,Outstanding,Low,28,Better,15
44,No,Non-Travel,Research & Development,17,Bachelor,Life Sciences,1206,Very High,Male,Low,1,Research Scientist,High,Single,2290,Excellent,Very High,6,Better,0
33,No,Travel_Rarely,Human Resources,2,Bachelor,Human Resources,1207,Medium,Male,High,1,Human Resources,High,Married,3600,Excellent,Very High,5,Better,1
41,Yes,Non-Travel,Research & Development,5,College,Life Sciences,1210,Low,Male,Medium,1,Research Scientist,Low,Divorced,2107,Excellent,Low,5,Bad,0
30,No,Travel_Rarely,Sales,29,Master,Life Sciences,1211,High,Male,High,2,Sales Executive,Low,Divorced,4115,Excellent,High,8,Better,0
40,No,Travel_Frequently,Sales,2,Master,Medical,1212,Medium,Male,High,2,Sales Executive,Medium,Married,4327,Excellent,Very High,5,Better,0
50,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,1215,Very High,Female,High,4,Manager,Low,Married,17856,Outstanding,High,32,Better,2
28,No,Travel_Rarely,Research & Development,19,Master,Medical,1216,Very High,Male,Medium,1,Laboratory Technician,Low,Married,3196,Excellent,High,6,Better,3
46,No,Travel_Rarely,Research & Development,15,College,Life Sciences,1217,Very High,Male,High,5,Research Director,Medium,Married,19081,Excellent,Low,25,Better,0
35,No,Travel_Rarely,Sales,17,Master,Life Sciences,1218,High,Male,High,2,Sales Executive,Low,Married,8966,Excellent,Very High,15,Better,1
24,Yes,Travel_Rarely,Research & Development,17,College,Life Sciences,1219,Very High,Female,High,1,Laboratory Technician,Medium,Married,2210,Excellent,Low,1,Bad,0
33,No,Travel_Frequently,Sales,25,Bachelor,Medical,1220,Medium,Female,High,2,Sales Executive,High,Married,4539,Excellent,Low,10,Good,0
36,No,Travel_Rarely,Research & Development,6,Master,Life Sciences,1221,High,Male,Low,1,Laboratory Technician,High,Divorced,2741,Excellent,High,7,Better,1
30,No,Travel_Rarely,Research & Development,7,Master,Life Sciences,1224,High,Male,High,2,Laboratory Technician,High,Divorced,3491,Excellent,Low,10,Good,8
44,No,Travel_Rarely,Research & Development,29,Master,Other,1225,Very High,Male,High,2,Research Scientist,Very High,Single,4541,Outstanding,Medium,20,Better,13
20,No,Travel_Rarely,Sales,21,Bachelor,Marketing,1226,High,Male,Very High,1,Sales Representative,Very High,Single,2678,Excellent,Very High,2,Better,2
46,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,1228,Very High,Male,High,2,Manufacturing Director,Very High,Divorced,7379,Excellent,High,12,Good,1
42,No,Non-Travel,Human Resources,2,Doctor,Medical,1231,Very High,Male,Very High,2,Human Resources,Low,Married,6272,Excellent,Low,10,Best,0
60,No,Travel_Rarely,Sales,7,Master,Marketing,1233,Medium,Male,Very High,2,Sales Executive,Very High,Divorced,5220,Excellent,Medium,12,Better,1
32,No,Travel_Frequently,Research & Development,13,Bachelor,Other,1234,High,Female,Medium,1,Laboratory Technician,Medium,Married,2743,Outstanding,High,2,Better,2
32,No,Travel_Frequently,Research & Development,2,College,Life Sciences,1235,Very High,Female,High,2,Research Scientist,High,Single,4998,Excellent,Very High,10,Better,0
36,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1237,High,Female,Low,3,Manufacturing Director,Low,Divorced,10252,Outstanding,High,17,Better,7
33,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,1238,Low,Male,High,1,Research Scientist,Very High,Married,2781,Excellent,Medium,15,Better,4
40,No,Travel_Rarely,Sales,10,Bachelor,Technical Degree,1239,Medium,Female,Medium,2,Sales Executive,Medium,Divorced,6852,Excellent,Medium,7,Best,1
25,No,Travel_Rarely,Sales,10,Master,Life Sciences,1240,High,Male,High,2,Sales Executive,Very High,Single,4950,Excellent,Medium,5,Better,1
30,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1241,Very High,Male,High,1,Research Scientist,Medium,Married,3579,Outstanding,Low,12,Better,5
42,No,Travel_Frequently,Research & Development,26,Doctor,Medical,1242,Low,Female,High,3,Research Director,Low,Married,13191,Excellent,High,20,Better,0
35,No,Non-Travel,Sales,8,College,Marketing,1243,High,Female,Medium,3,Sales Executive,Very High,Married,10377,Excellent,Medium,16,Good,4
27,No,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,1244,Low,Male,High,1,Research Scientist,Low,Married,2235,Excellent,Very High,9,Good,6
54,No,Travel_Frequently,Research & Development,1,Master,Life Sciences,1245,Very High,Female,High,3,Manufacturing Director,High,Divorced,10502,Excellent,Low,33,Bad,1
44,No,Travel_Rarely,Research & Development,2,Below College,Life Sciences,1246,Low,Female,Very High,1,Research Scientist,Very High,Married,2011,Excellent,Very High,10,Better,7
19,Yes,Non-Travel,Research & Development,10,Bachelor,Medical,1248,Low,Female,Medium,1,Research Scientist,Medium,Single,1859,Outstanding,Medium,1,Best,0
29,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1249,Low,Female,High,1,Research Scientist,Very High,Divorced,3760,Excellent,Low,3,Better,1
54,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1250,Very High,Male,High,4,Research Director,Very High,Married,17779,Excellent,Low,36,Better,0
31,No,Travel_Rarely,Research & Development,11,College,Medical,1251,High,Male,High,2,Healthcare Representative,Low,Married,6833,Excellent,Very High,6,Good,0
31,No,Travel_Rarely,Research & Development,24,Bachelor,Medical,1252,High,Female,Medium,2,Healthcare Representative,Low,Single,6812,Excellent,Medium,10,Better,1
59,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,1254,High,Female,Medium,2,Sales Executive,Very High,Single,5171,Excellent,Very High,13,Better,0
43,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1255,High,Male,Low,5,Research Director,Very High,Married,19740,Excellent,Medium,25,Better,0
49,No,Travel_Rarely,Research & Development,4,College,Medical,1256,Low,Male,Medium,5,Manager,High,Married,18711,Excellent,High,23,Best,0
36,No,Travel_Frequently,Research & Development,3,Bachelor,Technical Degree,1257,High,Male,High,1,Research Scientist,Medium,Married,3692,Excellent,High,12,Good,0
48,No,Travel_Rarely,Research & Development,2,College,Technical Degree,1258,Very High,Male,Very High,1,Laboratory Technician,Medium,Single,2559,Excellent,High,7,Good,0
27,No,Travel_Rarely,Research & Development,4,College,Life Sciences,1259,Low,Male,High,1,Research Scientist,High,Divorced,2517,Excellent,Medium,5,Better,0
29,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1260,High,Male,High,2,Healthcare Representative,Very High,Divorced,6623,Excellent,Medium,6,Better,1
48,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1263,Very High,Male,Medium,5,Research Director,Very High,Single,18265,Excellent,High,25,Best,0
29,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1264,Very High,Female,Medium,4,Research Director,Very High,Divorced,16124,Excellent,Medium,9,Good,1
34,No,Travel_Rarely,Research & Development,20,Bachelor,Technical Degree,1265,High,Female,Very High,1,Research Scientist,High,Married,2585,Excellent,Very High,2,Good,0
44,No,Travel_Rarely,Sales,5,Bachelor,Marketing,1267,Medium,Male,High,5,Manager,Medium,Married,18213,Excellent,High,26,Better,3
33,No,Travel_Rarely,Sales,10,Doctor,Marketing,1268,Very High,Male,Very High,3,Sales Executive,High,Divorced,8380,Excellent,Very High,10,Better,0
19,No,Travel_Rarely,Research & Development,25,Bachelor,Life Sciences,1269,Medium,Female,Very High,1,Research Scientist,Very High,Single,2994,Excellent,Very High,1,Better,0
23,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1270,Very High,Male,High,1,Research Scientist,High,Married,1223,Outstanding,Very High,1,Better,0
25,Yes,Travel_Frequently,Sales,24,Below College,Life Sciences,1273,High,Male,Low,1,Sales Representative,Very High,Single,1118,Excellent,Very High,1,Better,1
26,No,Travel_Rarely,Research & Development,4,College,Life Sciences,1275,High,Male,High,1,Research Scientist,Very High,Single,2875,Outstanding,Medium,8,Good,2
45,Yes,Travel_Rarely,Sales,2,Bachelor,Marketing,1277,Low,Female,Low,5,Manager,Medium,Single,18824,Excellent,Low,26,Better,1
55,No,Non-Travel,Research & Development,8,Below College,Medical,1278,Very High,Male,Medium,4,Healthcare Representative,Medium,Divorced,13577,Excellent,Very High,34,Better,15
21,Yes,Travel_Frequently,Research & Development,10,College,Life Sciences,1279,Low,Female,Medium,1,Laboratory Technician,High,Single,2625,Outstanding,High,2,Bad,2
46,No,Travel_Rarely,Sales,4,College,Marketing,1280,Very High,Female,Medium,5,Manager,Medium,Married,18789,Excellent,High,26,Better,0
34,No,Travel_Rarely,Sales,2,Bachelor,Marketing,1281,High,Female,High,2,Sales Executive,Low,Single,4538,Excellent,Very High,4,Better,0
51,No,Travel_Frequently,Sales,9,Bachelor,Life Sciences,1282,Very High,Male,High,5,Manager,Medium,Divorced,19847,Outstanding,Low,31,Good,11
59,No,Travel_Rarely,Research & Development,18,Master,Medical,1283,Very High,Male,High,3,Manufacturing Director,Very High,Single,10512,Excellent,Very High,25,Good,5
34,No,Travel_Frequently,Research & Development,19,Bachelor,Medical,1285,High,Female,High,2,Laboratory Technician,Medium,Divorced,4444,Excellent,High,15,Best,5
28,No,Travel_Frequently,Research & Development,1,Master,Medical,1286,Very High,Male,High,1,Laboratory Technician,High,Single,2154,Excellent,High,5,Good,0
44,No,Travel_Rarely,Research & Development,4,College,Life Sciences,1288,High,Male,Very High,5,Manager,Low,Divorced,19190,Excellent,Very High,26,Good,14
34,No,Travel_Frequently,Human Resources,11,Bachelor,Life Sciences,1289,High,Male,Medium,2,Human Resources,Medium,Married,4490,Excellent,Very High,14,Best,1
35,No,Travel_Rarely,Research & Development,6,Below College,Life Sciences,1291,High,Male,High,1,Research Scientist,High,Married,3506,Excellent,Very High,4,Better,2
42,No,Travel_Rarely,Research & Development,7,Master,Medical,1292,Medium,Female,Very High,2,Research Scientist,Medium,Married,2372,Excellent,Very High,18,Better,0
43,No,Travel_Rarely,Sales,4,Master,Marketing,1293,Very High,Female,Medium,3,Sales Executive,Very High,Single,10231,Excellent,Very High,23,Best,15
36,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1294,High,Female,High,2,Manufacturing Director,Medium,Single,5410,Excellent,Very High,18,Better,5
44,Yes,Travel_Rarely,Research & Development,15,Bachelor,Medical,1295,Low,Female,High,3,Healthcare Representative,Very High,Married,7978,Excellent,Very High,10,Better,0
28,No,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1296,Very High,Male,Medium,1,Laboratory Technician,Very High,Married,3867,Excellent,Medium,2,Better,2
51,No,Travel_Frequently,Research & Development,6,College,Medical,1297,Medium,Female,Medium,1,Laboratory Technician,High,Single,2838,Excellent,Medium,8,Good,7
30,No,Non-Travel,Research & Development,9,College,Medical,1298,High,Female,High,2,Manufacturing Director,High,Single,4695,Excellent,High,10,Better,1
29,Yes,Travel_Rarely,Research & Development,7,Bachelor,Technical Degree,1299,Medium,Female,High,1,Laboratory Technician,High,Divorced,3339,Excellent,Low,10,Better,7
28,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,1301,Very High,Male,High,1,Research Scientist,Low,Single,2080,Excellent,Medium,5,Good,1
25,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1303,Very High,Female,High,1,Research Scientist,Medium,Single,2096,Excellent,Very High,2,Good,2
32,No,Travel_Rarely,Sales,8,Bachelor,Medical,1304,High,Male,Very High,2,Sales Executive,Very High,Married,6209,Excellent,High,10,Best,0
45,No,Travel_Frequently,Research & Development,25,Bachelor,Medical,1306,Medium,Female,High,5,Manager,Medium,Single,18061,Outstanding,High,22,Better,0
39,No,Travel_Rarely,Research & Development,13,Master,Medical,1307,High,Female,Medium,4,Manager,Medium,Divorced,17123,Excellent,Very High,21,Better,15
58,No,Travel_Rarely,Research & Development,23,Master,Life Sciences,1308,Low,Male,High,1,Research Scientist,High,Divorced,2372,Excellent,Very High,2,Better,2
32,Yes,Travel_Rarely,Research & Development,7,College,Life Sciences,1309,Very High,Male,High,2,Laboratory Technician,High,Married,4883,Excellent,Low,10,Better,1
39,Yes,Travel_Rarely,Research & Development,23,Bachelor,Medical,1310,High,Male,High,1,Research Scientist,Low,Single,3904,Excellent,Low,6,Better,0
30,No,Travel_Rarely,Research & Development,6,Bachelor,Technical Degree,1311,Low,Female,Medium,2,Laboratory Technician,Very High,Married,4627,Excellent,Low,10,Better,6
36,No,Travel_Rarely,Research & Development,10,Master,Technical Degree,1312,Very High,Female,High,3,Healthcare Representative,High,Married,7094,Excellent,Low,10,Better,1
46,No,Travel_Rarely,Human Resources,1,College,Life Sciences,1314,Very High,Female,High,1,Human Resources,Low,Single,3423,Excellent,High,10,Best,5
28,No,Non-Travel,Research & Development,1,Bachelor,Life Sciences,1315,High,Female,Low,2,Laboratory Technician,Very High,Married,6674,Excellent,Low,10,Better,7
